is_fraud,buyer_hire_rate_pct,client_total_spent,client_hires,buyer_avgHourlyJobsRate_amount,buyer_stats_hoursCount,hourly_min,hourly_max,fixed_budget_amount,duration,level,applicants,numberOfPositionsToHire,connects_required,client_rating,client_reviews,buyer_stats_activeAssignmentsCount,buyer_stats_totalJobsWithHires,clientActivity_invitationsSent,clientActivity_totalHired,clientActivity_totalInvitedToInterview,clientActivity_unansweredInvites,buyer_jobs_openCount,buyer_jobs_postedCount,phone_verified,isContractToHire,payment_verified
0,59.67205086003042,2697.59617801463,11.634275367942314,0.0,0.0,0.0,0.04396989874314143,0.03888959677144742,235.3669037093619,4.113808066354149,48.76583959650358,1.0368750784082499,18.83452778624191,4.905221930348069,1.8978605683394087,1.122254133867403,3.8929180444592233,0.964786644951177,0.018272203218203917,4.103183152898997,0.10708238004352306,3.898396245903846,167.83879999141868,1.0,0.0,1.0
1,1.8739765284556207,835.052618995862,27.003393131124646,0.02715771341525975,0.01160806615333599,0.005834290457036411,0.0435714388974095,101.12915752131215,73.76658570093943,0.03681134875502756,10.347208524211197,0.8542844180144333,13.647220509280404,0.0,8.672723590055478,0.9134168884306757,13.653704182707356,3.916278742503556,1.0586222331359278,3.142245315958571,0.0,1.9306472311003149,1.9713043512677577,1.0,0.0,1.0
0,25.646308967269892,38270.616019820874,34.23094523659424,0.007926984553835711,0.0,0.022838761877870574,78.52963192141146,0.0,263.9388036171079,2.3093861512569367,18.011869412791302,1.0480746658905908,11.399231065383672,3.557446824047342,0.9920281789093601,5.40943294811469,1.8015950581468396,0.0,0.0,0.0,0.0,2.110627335270063,1.9691843663198554,0.0,0.0,1.0
0,68.43618239186907,11238.954725132398,0.0,16.607691096185356,3485.194330442126,0.011633810567735199,86.4872045098497,34.56915987054855,31.737732894919628,2.0790370108530483,10.74755316638224,1.083511124591458,11.877981734731737,4.643371083703145,0.0,0.9610190196844232,4.1587877367036015,0.0,0.0,0.015675692372509764,0.09983654458458933,1.2913862466007329,166.2920645437196,1.0,0.0,1.0
0,97.90244583609258,56224.8886778866,4.266495057696911,10.469360634876402,164.93802966277414,20.07411461358999,0.0,38.18227384444379,280.78768705802713,0.5387047297794828,9.348280928470636,0.9034883237767628,15.596352299326373,4.6576909296288065,620.6097203532673,0.04657865064371221,14.874689681873528,0.9959237473864566,0.02230361007410403,0.0,0.0,1.017258791772212,19.15999161357344,1.0,0.0,1.0
0,2.0329073752045783,56808.29048422062,35.771761589230906,43.49287187946372,251.53089152335926,0.0,17.465115862665805,0.0,66.25366416941702,2.9969139576042174,19.3351127338874,0.9105272981044173,7.822427694713185,0.0,660.9880515634053,1.1407481861313717,3.1287877586553714,0.0,0.0,3.695296734894093,0.0,1.0915902542356013,19.030631492594416,1.0,0.0,1.0
1,61.95144609804173,60908.04783127462,27.805487445047703,0.0,0.0,0.01212483956356108,23.590295506096624,35.16288160693017,153.55761223113458,4.831159560715909,8.57337832472059,0.9712616638450824,10.645575791621908,0.015780250179517025,9.599003889241015,0.9345853559932203,3.959333519863773,0.8937585588140436,0.11055209802960864,0.0,0.056193036539632236,1.9858606168621165,1.7799432131913513,1.0,0.0,1.0
0,109.27641331802263,2977.8039853597147,0.0,10.57434510848515,0.0,0.0,0.021738303723330934,9.793114160823446,56.91527584990934,0.5774503183267748,50.30739252597672,1.0232169889626257,18.447961596417883,5.0,0.017587820419960175,6.018604371652254,0.9278441966457153,0.0158247130836654,0.14070419316323918,0.10465841544652975,0.01929232762782504,1.8855414185457848,19.26115771690816,1.0,1.0,1.0
0,76.82454493288812,34685.19939544969,0.02272101691071815,0.0,271.5469963985952,0.0026233399178121814,0.0,740.5382494483315,188.17712474931088,4.2878607206127874,9.869732354519673,1.0176512421372448,13.721064064009033,4.472983465256425,2.259102532124628,5.463148508279351,18.671474776877105,0.0,0.0,3.260008918939792,0.0866155802704972,2.176611783346654,190.34662383027657,0.0,0.0,1.0
1,76.25620139105794,9651.253217158697,2.764339275377027,0.03911751712088307,174.61597831076247,0.05856235467336597,0.09103230788234008,0.03653873455693224,341.68209546302785,0.6870396501890108,12.637204110343607,1.1511228433276721,10.580641742852752,0.0,7.452547932778493,1.8993289583905129,18.347686508583404,0.05776560180533481,0.0,3.0608733458060517,0.020694514268634653,1.1616209681651206,3.8522241437022235,0.0,1.0,1.0
